compte_id,client_id,agence_id,numero_compte,rib,type_compte,devise,solde,solde_disponible,solde_moyen_30j,solde_moyen_90j,decouvert_autorise,taux_interet,frais_tenue_compte,date_ouverture,date_fermeture,statut_compte,plafond_retrait_jour,plafond_paiement_jour,nombre_cotitulaires,carte_associee,chequier,date_derniere_operation,nombre_transactions_30j,volume_transactions_30j,niveau_risque,indicateur_fraude,date_creation,date_derniere_maj
CPT-000730,CLI-000576,AG-CAS-02,1329433454,230985000000000678087063,Compte courant,MAD,57243.65,57243.65,57243.65,57243.65,11452.2,0.0,47.86,2024-11-02,,Actif,5000,20000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.793028,2026-09-11 14:41:42.793028
CPT-000731,CLI-000577,AG-MAR-02,9175293546,230910000000000678878968,Compte épargne,MAD,11066.02,11066.02,11066.02,11066.02,1272.51,0.0135,16.85,2020-04-08,,Actif,20000,20000,0,True,True,,0,0,Faible,False,2026-09-11 14:41:42.793028,2026-09-11 14:41:42.793028
CPT-000732,CLI-000578,AG-KHE-01,6532487967,230941000000000679670862,Compte courant,MAD,4278.77,4278.77,4278.77,4278.77,539.58,0.0,19.19,2025-08-06,,Actif,20000,10000,2,True,False,,0,0,Faible,False,2026-09-11 14:41:42.794027,2026-09-11 14:41:42.794027
CPT-000733,CLI-000579,AG-BÉN-01,6015569817,230145000000000680462748,Compte courant,MAD,3571.55,3571.55,3571.55,3571.55,428.09,0.0,45.43,2021-07-09,,Actif,5000,10000,0,False,True,,0,0,Faible,False,2026-09-11 14:41:42.794027,2026-09-11 14:41:42.794027
CPT-000734,CLI-000579,AG-BÉN-01,5210172898,230145000000000681254647,Compte professionnel,MAD,22118.41,22118.41,22118.41,22118.41,2417.84,0.0,31.63,2018-08-30,,Actif,20000,50000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.794027,2026-09-11 14:41:42.794027
CPT-000735,CLI-000580,AG-SAL-01,7094164128,230521000000000682046544,Compte professionnel,MAD,288803.28,288803.28,288803.28,288803.28,51830.85,0.0,46.47,2017-07-22,,Actif,20000,20000,2,True,True,,0,0,Faible,False,2026-09-11 14:41:42.794027,2026-09-11 14:41:42.794027
CPT-000736,CLI-000580,AG-SAL-01,3105367971,230521000000000682838452,Compte courant,MAD,7303.65,7303.65,7303.65,7303.65,2149.5,0.0,33.87,2026-06-05,,Actif,10000,10000,2,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.794027,2026-09-11 14:41:42.794027
CPT-000737,CLI-000581,AG-CAS-04,5777431569,230985000000000683630356,Compte entreprise,MAD,5627.05,5627.05,5627.05,5627.05,1110.62,0.0,39.47,2023-07-30,,Actif,5000,50000,2,False,False,,0,0,Élevé,False,2026-09-11 14:41:42.795027,2026-09-11 14:41:42.795027
CPT-000738,CLI-000582,AG-CAS-02,2401617887,230985000000000684422255,Compte courant,MAD,718.16,718.16,718.16,718.16,215.33,0.0,34.95,2016-10-21,,Actif,5000,50000,2,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.795027,2026-09-11 14:41:42.795027
CPT-000739,CLI-000583,AG-EL -01,7743008379,230782000000000685214149,Compte courant,MAD,1053.87,1053.87,1053.87,1053.87,213.48,0.0,11.57,2017-03-07,,Actif,10000,50000,1,False,True,,0,0,Élevé,False,2026-09-11 14:41:42.795027,2026-09-11 14:41:42.795027
CPT-000740,CLI-000584,AG-LAÂ-01,1426194630,230959000000000686006054,Compte courant,MAD,1266.68,1266.68,1266.68,1266.68,363.73,0.0,43.43,2024-01-13,,Actif,10000,10000,2,False,False,,0,0,Faible,False,2026-09-11 14:41:42.796045,2026-09-11 14:41:42.796045
CPT-000741,CLI-000585,AG-EL -01,6753873294,230782000000000686797974,Compte courant,MAD,3121.06,3121.06,3121.06,3121.06,914.75,0.0,41.42,2023-02-24,,Actif,20000,50000,1,True,True,,0,0,Faible,False,2026-09-11 14:41:42.796045,2026-09-11 14:41:42.796045
CPT-000742,CLI-000586,AG-CAS-03,4286895198,230985000000000687589878,Compte courant,MAD,13862.43,13862.43,13862.43,13862.43,2075.19,0.0,48.35,2018-09-03,,Actif,5000,20000,1,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.796045,2026-09-11 14:41:42.796045
CPT-000743,CLI-000587,AG-TÉT-01,7771318742,230868000000000688381768,Compte épargne,MAD,13993.99,13993.99,13993.99,13993.99,2091.47,0.0103,31.83,2023-08-20,,Actif,10000,20000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.796045,2026-09-11 14:41:42.796045
CPT-000744,CLI-000588,AG-TÉT-01,7201102383,230868000000000689173667,Compte courant,MAD,997.87,997.87,997.87,997.87,223.27,0.0,45.76,2017-10-30,,Actif,10000,10000,2,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.797063,2026-09-11 14:41:42.797063
CPT-000745,CLI-000589,AG-KHE-01,2283915265,230941000000000689965567,Compte entreprise,MAD,16394.76,16394.76,16394.76,16394.76,4114.34,0.0,34.36,2022-07-11,,Actif,20000,10000,1,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.797063,2026-09-11 14:41:42.797063
CPT-000746,CLI-000590,AG-KHE-01,4109511318,230941000000000690757457,Compte courant,MAD,672.76,672.76,672.76,672.76,150.33,0.0,29.98,2019-12-27,,Actif,10000,50000,0,True,False,,0,0,Faible,False,2026-09-11 14:41:42.797063,2026-09-11 14:41:42.797063
CPT-000747,CLI-000591,AG-TÉT-01,6823267686,230868000000000691549364,Compte entreprise,MAD,47259.85,47259.85,47259.85,47259.85,11038.37,0.0,20.03,2018-01-15,,Actif,20000,50000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.797063,2026-09-11 14:41:42.797063
CPT-000748,CLI-000592,AG-CAS-02,7539460917,230985000000000692341254,Compte épargne,MAD,29909.67,29909.67,29909.67,29909.67,6970.72,0.0165,32.42,2024-03-09,,Actif,5000,50000,1,True,True,,0,0,Élevé,False,2026-09-11 14:41:42.798062,2026-09-11 14:41:42.798062
CPT-000749,CLI-000593,AG-MOH-01,2724622525,230010000000000693133132,Compte courant,MAD,53204.87,53204.87,53204.87,53204.87,8810.91,0.0,38.36,2023-02-17,,Actif,5000,50000,0,False,True,,0,0,Faible,False,2026-09-11 14:41:42.798062,2026-09-11 14:41:42.798062
CPT-000750,CLI-000594,AG-BÉN-01,8021162265,230145000000000693925049,Compte courant,MAD,1512.42,1512.42,1512.42,1512.42,385.14,0.0,17.58,2023-08-07,,Actif,20000,10000,2,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.798062,2026-09-11 14:41:42.798062
CPT-000751,CLI-000595,AG-FÈS-02,3038277633,230417000000000694716959,Compte courant,MAD,7834.58,7834.58,7834.58,7834.58,2293.32,0.0,36.44,2017-01-17,,Actif,10000,10000,1,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.799063,2026-09-11 14:41:42.799063
CPT-000752,CLI-000596,AG-CAS-05,5984309108,230985000000000695508868,Compte courant,MAD,39956.66,39956.66,39956.66,39956.66,4638.05,0.0,47.17,2019-06-29,,Actif,5000,10000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.799063,2026-09-11 14:41:42.799063
CPT-000753,CLI-000597,AG-CAS-02,6372782582,230985000000000696300758,Compte jeune,MAD,38040.05,38040.05,38040.05,38040.05,8711.25,0.0,37.29,2021-09-06,,Actif,10000,10000,0,False,False,,0,0,Faible,False,2026-09-11 14:41:42.799063,2026-09-11 14:41:42.799063
CPT-000754,CLI-000598,AG-KHO-01,8792521121,230924000000000697092659,Compte épargne,MAD,31098.22,31098.22,31098.22,31098.22,7534.88,0.0221,17.78,2021-08-28,,Actif,10000,50000,2,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.799063,2026-09-11 14:41:42.799063
CPT-000755,CLI-000599,AG-TAN-01,9775244951,230609000000000697884567,Compte professionnel,MAD,177664.03,177664.03,177664.03,177664.03,36064.65,0.0,26.19,2023-01-24,,Actif,5000,10000,2,False,False,,0,0,Élevé,False,2026-09-11 14:41:42.800062,2026-09-11 14:41:42.800062
CPT-000756,CLI-000599,AG-TAN-01,4398278192,230609000000000698676466,Compte épargne,MAD,18101.64,18101.64,18101.64,18101.64,2906.2,0.0195,13.34,2023-02-06,,Actif,20000,20000,2,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.800062,2026-09-11 14:41:42.800062
CPT-000757,CLI-000600,AG-EL -01,2984911048,230782000000000699468367,Compte courant,MAD,24404.38,24404.38,24404.38,24404.38,6810.67,0.0,25.87,2024-07-27,,Actif,20000,50000,1,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.800062,2026-09-11 14:41:42.800062
CPT-000758,CLI-000601,AG-MAR-01,7073893185,230910000000000700260232,Compte professionnel,MAD,18667.05,18667.05,18667.05,18667.05,3260.2,0.0,40.11,2018-03-31,,Actif,20000,10000,0,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.800062,2026-09-11 14:41:42.800062
CPT-000759,CLI-000602,AG-CAS-01,6676885132,230985000000000701052143,Compte épargne,MAD,20306.17,20306.17,20306.17,20306.17,2364.86,0.0292,24.56,2025-05-16,,Actif,10000,20000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.801062,2026-09-11 14:41:42.801062
CPT-000760,CLI-000603,AG-TÉT-01,9938997287,230868000000000701844051,Compte épargne,MAD,10879.58,10879.58,10879.58,10879.58,1960.4,0.0251,12.27,2018-02-17,,Actif,10000,10000,1,True,True,,0,0,Faible,False,2026-09-11 14:41:42.801062,2026-09-11 14:41:42.801062
CPT-000761,CLI-000604,AG-NAD-01,5732788104,230500000000000702635942,Compte professionnel,MAD,23346.06,23346.06,23346.06,23346.06,3524.52,0.0,38.76,2021-09-06,,Actif,10000,50000,1,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.801062,2026-09-11 14:41:42.801062
CPT-000762,CLI-000605,AG-CAS-04,4346026267,230985000000000703427858,Compte entreprise,MAD,10665.26,10665.26,10665.26,10665.26,1725.78,0.0,44.48,2020-04-25,,Actif,5000,20000,1,False,True,,0,0,Élevé,False,2026-09-11 14:41:42.801062,2026-09-11 14:41:42.801062
CPT-000763,CLI-000606,AG-CAS-04,1965827580,230985000000000704219757,Compte courant,MAD,145.87,145.87,145.87,145.87,35.76,0.0,36.16,2020-08-10,,Actif,10000,50000,0,True,True,,0,0,Moyen,False,2026-09-11 14:41:42.802062,2026-09-11 14:41:42.802062
CPT-000764,CLI-000607,AG-FÈS-01,3945430953,230417000000000705011637,Compte professionnel,MAD,1155087.9,1155087.9,1155087.9,1155087.9,233608.64,0.0,30.07,2023-04-12,,Actif,20000,10000,2,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.802062,2026-09-11 14:41:42.802062
CPT-000765,CLI-000607,AG-FÈS-01,6186779550,230417000000000705803545,Compte courant,MAD,1628.69,1628.69,1628.69,1628.69,304.49,0.0,30.0,2024-05-16,,Actif,10000,50000,0,True,True,,0,0,Faible,False,2026-09-11 14:41:42.802062,2026-09-11 14:41:42.802062
CPT-000766,CLI-000608,AG-LAÂ-01,1354010902,230959000000000706595464,Compte courant,MAD,6005.02,6005.02,6005.02,6005.02,1245.36,0.0,11.57,2022-04-10,,Actif,5000,10000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.802062,2026-09-11 14:41:42.802062
CPT-000767,CLI-000609,AG-FÈS-02,9646108232,230417000000000707387352,Compte jeune,MAD,8431.03,8431.03,8431.03,8431.03,1629.71,0.0,38.7,2024-06-26,,Actif,10000,20000,1,True,False,,0,0,Faible,False,2026-09-11 14:41:42.803062,2026-09-11 14:41:42.803062
CPT-000768,CLI-000609,AG-FÈS-02,8279035398,230417000000000708179251,Compte courant,MAD,1111.03,1111.03,1111.03,1111.03,322.95,0.0,41.13,2022-05-07,,Actif,10000,10000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.803062,2026-09-11 14:41:42.803062
CPT-000769,CLI-000610,AG-MOH-01,5795033864,230010000000000708971139,Compte entreprise,MAD,137168.73,137168.73,137168.73,137168.73,16050.82,0.0,48.27,2022-11-07,,Actif,10000,10000,1,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.803062,2026-09-11 14:41:42.803062
CPT-000770,CLI-000611,AG-MAR-01,9007130431,230910000000000709763047,Compte courant,MAD,28153.36,28153.36,28153.36,28153.36,6150.62,0.0,39.81,2021-03-01,,Actif,5000,20000,0,False,True,,0,0,Élevé,False,2026-09-11 14:41:42.803062,2026-09-11 14:41:42.803062
CPT-000771,CLI-000612,AG-CAS-04,3278568261,230985000000000710554958,Compte entreprise,MAD,181576.88,181576.88,181576.88,181576.88,25055.31,0.0,14.38,2023-05-20,,Actif,20000,10000,1,True,True,,0,0,Moyen,False,2026-09-11 14:41:42.804063,2026-09-11 14:41:42.804063
CPT-000772,CLI-000612,AG-CAS-04,6556335281,230985000000000711346857,Compte courant,MAD,4386.15,4386.15,4386.15,4386.15,842.99,0.0,25.85,2016-12-22,,Actif,20000,10000,1,False,False,,0,0,Élevé,False,2026-09-11 14:41:42.805044,2026-09-11 14:41:42.805044
CPT-000773,CLI-000613,AG-MOH-01,1868472877,230010000000000712138735,Compte épargne,MAD,14663.74,14663.74,14663.74,14663.74,3646.48,0.0102,47.15,2023-03-27,,Actif,5000,10000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.805044,2026-09-11 14:41:42.805044
CPT-000774,CLI-000614,AG-KHO-01,7399604633,230924000000000712930648,Compte courant,MAD,4038.58,4038.58,4038.58,4038.58,708.62,0.0,12.86,2026-02-28,,Actif,5000,50000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.805044,2026-09-11 14:41:42.805044
CPT-000775,CLI-000615,AG-LAÂ-01,3403937842,230959000000000713722555,Compte courant,MAD,2527.43,2527.43,2527.43,2527.43,306.55,0.0,46.75,2019-12-07,,Actif,5000,50000,2,False,True,,0,0,Élevé,False,2026-09-11 14:41:42.807047,2026-09-11 14:41:42.807047
CPT-000776,CLI-000616,AG-AGA-01,1138020904,230584000000000714514448,Compte entreprise,MAD,13087.34,13087.34,13087.34,13087.34,2693.82,0.0,42.49,2021-04-04,,Actif,10000,50000,2,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.807242,2026-09-11 14:41:42.807242
CPT-000777,CLI-000617,AG-TAN-01,1072134265,230609000000000715306345,Compte courant,MAD,3008.26,3008.26,3008.26,3008.26,514.89,0.0,15.65,2019-10-07,,Actif,20000,50000,2,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.808045,2026-09-11 14:41:42.808045
CPT-000778,CLI-000618,AG-CAS-06,9164123772,230985000000000716098260,Compte épargne,MAD,16646.61,16646.61,16646.61,16646.61,3627.99,0.0126,33.07,2023-10-20,,Actif,5000,10000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.808045,2026-09-11 14:41:42.808045
CPT-000779,CLI-000619,AG-CAS-01,5544439617,230985000000000716890159,Compte courant,MAD,30027.89,30027.89,30027.89,30027.89,7389.17,0.0,41.66,2017-01-20,,Actif,20000,20000,1,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.808045,2026-09-11 14:41:42.808045
CPT-000780,CLI-000620,AG-MEK-01,1302009974,230742000000000717682049,Compte courant,MAD,3651.42,3651.42,3651.42,3651.42,927.9,0.0,15.47,2023-01-13,,Actif,20000,10000,2,False,True,,0,0,Élevé,False,2026-09-11 14:41:42.809046,2026-09-11 14:41:42.809046
CPT-000781,CLI-000621,AG-MAR-02,2844812614,230910000000000718473954,Compte épargne,MAD,10781.57,10781.57,10781.57,10781.57,1610.53,0.0249,43.91,2019-12-31,,Actif,5000,10000,0,True,True,,0,0,Faible,False,2026-09-11 14:41:42.809046,2026-09-11 14:41:42.809046
CPT-000782,CLI-000622,AG-RAB-02,7320162678,230490000000000719265856,Compte courant,MAD,2391.18,2391.18,2391.18,2391.18,433.88,0.0,15.77,2020-09-12,,Actif,5000,10000,2,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.809046,2026-09-11 14:41:42.809046
CPT-000783,CLI-000623,AG-TAN-01,9339382523,230609000000000720057748,Compte professionnel,MAD,719715.18,719715.18,719715.18,719715.18,121926.99,0.0,38.3,2025-08-15,,Actif,20000,50000,1,True,True,,0,0,Faible,False,2026-09-11 14:41:42.810045,2026-09-11 14:41:42.810045
CPT-000784,CLI-000624,AG-MEK-01,8760213247,230742000000000720849654,Compte épargne,MAD,12513.61,12513.61,12513.61,12513.61,3635.79,0.0229,21.33,2025-12-28,,Actif,5000,20000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.810045,2026-09-11 14:41:42.810045
CPT-000785,CLI-000625,AG-MAR-02,8063629829,230910000000000721641541,Compte courant,MAD,11898.06,11898.06,11898.06,11898.06,2618.9,0.0,40.16,2019-05-16,,Actif,5000,20000,0,False,False,,0,0,Élevé,False,2026-09-11 14:41:42.810045,2026-09-11 14:41:42.810045
CPT-000786,CLI-000626,AG-KHE-01,4070615084,230941000000000722433444,Compte entreprise,MAD,130692.52,130692.52,130692.52,130692.52,25941.74,0.0,23.38,2021-12-21,,Actif,20000,50000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.811045,2026-09-11 14:41:42.811045
CPT-000787,CLI-000627,AG-SET-01,7290602977,230629000000000723225346,Compte épargne,MAD,30226.98,30226.98,30226.98,30226.98,6865.62,0.0111,10.93,2024-02-05,,Actif,10000,50000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.811045,2026-09-11 14:41:42.811045
CPT-000788,CLI-000627,AG-SET-01,4759363540,230629000000000724017245,Compte courant,MAD,13171.08,13171.08,13171.08,13171.08,1658.92,0.0,45.11,2023-07-03,,Actif,10000,20000,0,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.811045,2026-09-11 14:41:42.811045
CPT-000789,CLI-000628,AG-FÈS-02,8812592505,230417000000000724809148,Compte courant,MAD,3832.17,3832.17,3832.17,3832.17,811.27,0.0,40.5,2023-02-09,,Actif,5000,10000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.811045,2026-09-11 14:41:42.811045
CPT-000790,CLI-000629,AG-MAR-01,3274159065,230910000000000725601036,Compte courant,MAD,2716.56,2716.56,2716.56,2716.56,384.8,0.0,28.22,2017-07-18,,Actif,20000,50000,2,True,True,,0,0,Faible,False,2026-09-11 14:41:42.812045,2026-09-11 14:41:42.812045
CPT-000791,CLI-000629,AG-MAR-01,7059517975,230910000000000726392953,Compte jeune,MAD,35813.56,35813.56,35813.56,35813.56,4092.12,0.0,26.96,2025-12-29,,Actif,10000,10000,0,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.812045,2026-09-11 14:41:42.812045
CPT-000792,CLI-000630,AG-FÈS-01,3985558737,230417000000000727184854,Compte épargne,MAD,8064.16,8064.16,8064.16,8064.16,2250.97,0.0208,12.47,2018-08-27,,Actif,20000,20000,0,True,True,,0,0,Élevé,False,2026-09-11 14:41:42.812045,2026-09-11 14:41:42.812045
CPT-000793,CLI-000631,AG-MAR-01,2161379065,230910000000000727976760,Compte courant,MAD,5355.22,5355.22,5355.22,5355.22,831.4,0.0,18.71,2025-06-08,,Actif,10000,10000,2,True,True,,0,0,Moyen,False,2026-09-11 14:41:42.812045,2026-09-11 14:41:42.812045
CPT-000794,CLI-000631,AG-MAR-01,1084755466,230910000000000728768659,Compte professionnel,MAD,21385.82,21385.82,21385.82,21385.82,2314.05,0.0,39.16,2024-08-16,,Actif,10000,20000,2,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.813042,2026-09-11 14:41:42.813042
CPT-000795,CLI-000632,AG-CAS-06,1667834600,230985000000000729560561,Compte jeune,MAD,12563.34,12563.34,12563.34,12563.34,2941.49,0.0,24.06,2022-02-20,,Actif,10000,20000,1,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.813042,2026-09-11 14:41:42.813042
CPT-000796,CLI-000633,AG-SET-01,6554488855,230629000000000730352446,Compte courant,MAD,3516.46,3516.46,3516.46,3516.46,657.38,0.0,48.76,2025-06-30,,Actif,20000,10000,1,False,False,,0,0,Faible,False,2026-09-11 14:41:42.813042,2026-09-11 14:41:42.813042
CPT-000797,CLI-000634,AG-LAÂ-01,7190012336,230959000000000731144351,Compte épargne,MAD,7473.95,7473.95,7473.95,7473.95,1061.58,0.0261,34.39,2026-02-24,,Actif,5000,10000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.814044,2026-09-11 14:41:42.814044
CPT-000798,CLI-000635,AG-KÉN-01,2525974426,230850000000000731936249,Compte courant,MAD,5728.41,5728.41,5728.41,5728.41,1673.74,0.0,17.64,2017-04-22,,Actif,5000,20000,2,False,True,,0,0,Élevé,False,2026-09-11 14:41:42.814044,2026-09-11 14:41:42.814044
CPT-000799,CLI-000636,AG-RAB-01,4008361710,230490000000000732728148,Compte courant,MAD,25067.85,25067.85,25067.85,25067.85,6250.5,0.0,36.58,2021-08-07,,Actif,10000,20000,0,False,True,,0,0,Faible,False,2026-09-11 14:41:42.814044,2026-09-11 14:41:42.814044
CPT-000800,CLI-000637,AG-KÉN-01,3532263708,230850000000000733520038,Compte courant,MAD,2087.66,2087.66,2087.66,2087.66,229.94,0.0,30.69,2018-07-12,,Actif,20000,10000,1,True,True,,0,0,Faible,False,2026-09-11 14:41:42.814044,2026-09-11 14:41:42.814044
CPT-000801,CLI-000638,AG-FÈS-01,3005575099,230417000000000734311945,Compte épargne,MAD,33413.82,33413.82,33413.82,33413.82,5599.73,0.017,35.27,2021-08-11,,Actif,10000,20000,2,False,True,,0,0,Faible,False,2026-09-11 14:41:42.815044,2026-09-11 14:41:42.815044
CPT-000802,CLI-000638,AG-FÈS-01,7160820681,230417000000000735103844,Compte professionnel,MAD,22522.37,22522.37,22522.37,22522.37,6185.9,0.0,49.06,2017-01-10,,Actif,10000,50000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.815044,2026-09-11 14:41:42.815044
CPT-000803,CLI-000639,AG-CAS-06,8709293749,230985000000000735895771,Compte professionnel,MAD,3928.85,3928.85,3928.85,3928.85,1029.85,0.0,44.26,2019-12-23,,Actif,20000,50000,0,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.815044,2026-09-11 14:41:42.815044
CPT-000804,CLI-000640,AG-EL -01,3101662878,230782000000000736687665,Compte professionnel,MAD,81960.3,81960.3,81960.3,81960.3,17280.93,0.0,35.41,2023-10-27,,Actif,20000,10000,2,False,False,,0,0,Élevé,False,2026-09-11 14:41:42.816070,2026-09-11 14:41:42.816070
CPT-000805,CLI-000641,AG-EL -01,4711527821,230782000000000737479564,Compte courant,MAD,1721.8,1721.8,1721.8,1721.8,488.9,0.0,47.78,2020-06-27,,Actif,20000,50000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.816070,2026-09-11 14:41:42.816070
CPT-000806,CLI-000641,AG-EL -01,2345370348,230782000000000738271454,Compte épargne,MAD,7469.39,7469.39,7469.39,7469.39,917.93,0.0104,22.67,2021-11-23,,Actif,5000,10000,2,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.816070,2026-09-11 14:41:42.816070
CPT-000807,CLI-000642,AG-SET-01,7533468257,230629000000000739063353,Compte épargne,MAD,4943.82,4943.82,4943.82,4943.82,537.26,0.0286,41.81,2025-08-25,,Actif,20000,20000,0,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.816070,2026-09-11 14:41:42.816070
CPT-000808,CLI-000642,AG-SET-01,1118168663,230629000000000739855261,Compte courant,MAD,42431.44,42431.44,42431.44,42431.44,8721.83,0.0,29.52,2024-04-05,,Actif,20000,50000,1,True,False,,0,0,Faible,False,2026-09-11 14:41:42.817066,2026-09-11 14:41:42.817208
CPT-000809,CLI-000643,AG-SAL-01,9084031052,230521000000000740647142,Compte entreprise,MAD,1245.03,1245.03,1245.03,1245.03,306.09,0.0,30.28,2021-02-12,,Actif,20000,10000,1,False,True,,0,0,Élevé,False,2026-09-11 14:41:42.817208,2026-09-11 14:41:42.817208
CPT-000810,CLI-000643,AG-SAL-01,2676527787,230521000000000741439041,Compte épargne,MAD,16557.24,16557.24,16557.24,16557.24,4547.24,0.0137,24.97,2022-05-15,,Actif,5000,10000,1,False,False,,0,0,Élevé,False,2026-09-11 14:41:42.817208,2026-09-11 14:41:42.817208
CPT-000811,CLI-000644,AG-KÉN-01,9878531174,230850000000000742230945,Compte courant,MAD,3590.43,3590.43,3590.43,3590.43,549.81,0.0,42.79,2018-06-26,,Actif,10000,50000,1,True,True,,0,0,Élevé,False,2026-09-11 14:41:42.817208,2026-09-11 14:41:42.817208
CPT-000812,CLI-000645,AG-MAR-01,1452547585,230910000000000743022841,Compte courant,MAD,1449.3,1449.3,1449.3,1449.3,216.61,0.0,47.63,2019-01-16,,Actif,20000,20000,0,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.818065,2026-09-11 14:41:42.818065
CPT-000813,CLI-000646,AG-CAS-05,1777140869,230985000000000743814761,Compte courant,MAD,5386.55,5386.55,5386.55,5386.55,1434.75,0.0,42.47,2023-05-02,,Actif,5000,20000,2,True,False,,0,0,Moyen,False,2026-09-11 14:41:42.818065,2026-09-11 14:41:42.818065
CPT-000814,CLI-000647,AG-TÉT-01,5645610076,230868000000000744606660,Compte courant,MAD,15830.14,15830.14,15830.14,15830.14,4607.04,0.0,15.51,2018-10-01,,Actif,5000,50000,0,False,False,,0,0,Faible,False,2026-09-11 14:41:42.818065,2026-09-11 14:41:42.818065
CPT-000815,CLI-000647,AG-TÉT-01,9895478523,230868000000000745398568,Compte épargne,MAD,18012.37,18012.37,18012.37,18012.37,4578.25,0.0113,37.68,2026-04-14,,Actif,20000,20000,0,True,False,,0,0,Élevé,False,2026-09-11 14:41:42.818065,2026-09-11 14:41:42.818065
CPT-000816,CLI-000648,AG-BÉN-01,9675817584,230145000000000746190446,Compte courant,MAD,20403.44,20403.44,20403.44,20403.44,2894.18,0.0,22.78,2020-10-17,,Actif,10000,20000,2,True,True,,0,0,Élevé,False,2026-09-11 14:41:42.819065,2026-09-11 14:41:42.819065
CPT-000817,CLI-000648,AG-BÉN-01,5176623885,230145000000000746982354,Compte courant,MAD,50925.06,50925.06,50925.06,50925.06,6178.26,0.0,15.95,2024-05-08,,Actif,10000,20000,0,False,True,,0,0,Moyen,False,2026-09-11 14:41:42.819065,2026-09-11 14:41:42.819065
CPT-000818,CLI-000649,AG-MAR-01,4441587713,230910000000000747774253,Compte courant,MAD,3961.11,3961.11,3961.11,3961.11,583.05,0.0,47.3,2017-08-27,,Actif,10000,50000,0,False,False,,0,0,Moyen,False,2026-09-11 14:41:42.820062,2026-09-11 14:41:42.820062
CPT-000819,CLI-000649,AG-MAR-01,7817406921,230910000000000748566152,Compte épargne,MAD,7912.41,7912.41,7912.41,7912.41,1980.02,0.0197,17.67,2019-06-30,,Actif,20000,50000,0,True,True,,0,0,Moyen,False,2026-09-11 14:41:42.820062,2026-09-11 14:41:42.820062
CPT-000820,CLI-000650,AG-NAD-01,5049225680,230500000000000749358046,Compte entreprise,MAD,1015313.96,1015313.96,1015313.96,1015313.96,285230.36,0.0,40.15,2019-05-20,,Actif,10000,50000,2,True,False,,0,0,Faible,False,2026-09-11 14:41:42.820062,2026-09-11 14:41:42.820062
CPT-000821,CLI-000650,AG-NAD-01,9092557315,230500000000000750149945,Compte entreprise,MAD,119875.58,119875.58,119875.58,119875.58,30713.17,0.0,36.66,2020-03-27,,Actif,20000,20000,1,False,True,,0,0,Faible,False,2026-09-11 14:41:42.821069,2026-09-11 14:41:42.821069
